Date,Max Temp,Min Temp,Observed Temp,"Rain Melted, snow, etc","Snow, ice pellets, hail","Snow ice pellets, hail, ice on ground",RAIN GAUGE,Wind Direction,Wind Speed MPH,Sky Cover,Cloud Type,Notes
4/24/86,76,35,52,T,,,,211,3.83,1,St,
4/23/86,62,25,35,0,,,,5,5.56,0,,
4/22/86,43,25,27,0,,0,,3,8.86,0,,
4/21/86,32,32,32,0.03,T,T,,272,5.92,8,Ns,
4/20/86,57,40,50,0,,,,236,7.99,7,Cu,
4/19/86,72,47,53,T,,,,111,4.23,8,Sc,
4/18/86,66,34,51,0,,,,70,3.99,1,Ci,
4/17/86,55,36,38,0,,,,56,5.05,0,,
4/16/86,49,36,41,0.03,,,,100,5.67,8,St,
4/15/86,43,38,38,0.49,,,,118,8.23,8,Ns,
4/14/86,57,31,38,0.13,,,,32,3.48,0,,
4/13/86,53,30,34,0,,,,57,3.32,0,,
4/12/86,44,30,33,0,,,,346,8.46,0,,
4/11/86,45,33,36,0,,,,354,7.98,0,,
4/10/86,37,31,32,T,,0,,360,9.3,8,Sc,
4/9/86,35,32,32,0.03,0.75,0.75,,336,9.31,8,St,
4/8/86,42,38,41,T,,,,287,7.37,8,Sc,
4/7/86,61,38,41,0,,,,278,5.22,7,Cu,ice out!
4/6/86,43,37,39,0.23,,,,121,8.61,8,Ns,rain
4/5/86,44,37,38,0.33,,,,113,8.61,8,Sc,
4/4/86,49,37,38,0,,,,113,7.23,0,,
4/3/86,51,30,37,0,,,,,,6,Cu,
4/2/86,52,29,32,0,,,,,,0,,
4/1/86,48,38,47,0.15,,0,,,,8,Sc,
3/31/86,64,31,37,T,,4,,184,5.07,7,Cu,
3/30/86,53,38,52,0,,7,,298,8.11,8,Sc,
3/29/86,63,32,40,0,,10,,137,2.96,3,Cs,
3/28/86,62,24,32,0,,13,,248,6.42,2,Cu,
3/27/86,34,30,30,0.01,0.25,13,,313,5.95,8,St,
3/26/86,53,33,37,0.28,,15,,282,6.12,9,,
3/25/86,62,15,33,0.05,0.5,18.5,,212,6.74,2,St,
3/24/86,38,13,15,0.03,,19,,173,3.96,0,,
3/23/86,45,33,39,0.01,,20,,306,8.59,1,Sc,
3/22/86,48,5,33,0,,21,,244,8.64,8,Sc,
3/21/86,33,-7,5,T,T,21,,255,6.78,0,,
3/20/86,15,-7,-7,0,0.25,21.5,,345,4.94,0,,
3/19/86,29,29,29,0.43,0.5,21.5,,356,9.06,8,Ns,barometer went down to 28.98 this morning
3/18/86,39,26,32,0.15,,22,,137,5.66,8,St,
3/17/86,44,23,26,0,,23,,247,3.77,4,Cs,
3/16/86,41,23,25,0.03,,24,,18,3.92,0,,
3/15/86,35,34,34,0.02,,25,,311,5.12,8,Ns,
3/14/86,43,31,33,0.03,0.5,26.5,,176,4.45,8,Ns,
3/13/86,34,16,31,0.27,2,27.5,,112,10.24,8,Ns,snowing heavily
3/12/86,38,10,17,0,,26,,113,5.39,0,,frost
3/11/86,35,8,19,0,4,27.5,,344,1.29,0,,"up to 1/2"" ice on trees"
3/10/86,33,22,33,1.1,,25.5,,94,1.16,9,,"1/16-1/8"" ice on everything"
3/9/86,34,-4,21,0.2,,26,,127,5.96,8,St,
3/8/86,23,-9,-5,0.03,1,27,,212,4.91,8,St,
3/7/86,6,-5,-5,0,1,27.5,,346,8.21,0,,
3/6/86,23,10,13,0.14,7.25,28,,350,7.49,8,St,
3/5/86,27,21,27,0.3,0.25,21,,104,7.26,8,Sc,
3/4/86,40,18,21,0,,21.5,,315,3.26,8,Sc,
3/3/86,38,14,19,0,,22,,350,2.51,8,Cu,
3/2/86,41,16,19,0,,24.5,,172,2.52,8,Sc,
3/1/86,32,2,16,T,0.25,24.5,,262,3.58,7,Cu,
2/28/86,25,-4,9,0,,25,,301,1.56,3,Sc,
2/27/86,17,-7,-5,0,3,25.5,,356,6.58,0,,
2/26/86,23,4,20,0.27,2,23,,115,7.35,8,Ns,
2/25/86,27,2,4,0,,20.5,,47,3.23,8,Sc,
2/24/86,26,2,2,0,,20.5,,341,3.94,2,St,frost
2/23/86,27,8,18,0,T,20.5,,328,5.41,8,Sc,
2/22/86,31,-3,9,0,,20.5,,323,3.35,8,Sc,
2/21/86,15,-3,1,0,0.5,20.5,,62,5.11,2,Ci,
2/20/86,34,31,34,0.14,0.25,21,,346,6.53,8,Ns,wet snow falling
2/19/86,36,30,31,0,,21.25,,77,2.14,9,,
2/18/86,35,26,31,0,,22,,116,2.74,8,Ns,mist
2/17/86,33,15,26,0,,22.5,,127,6.27,8,St,
2/16/86,27,4,14,0,,22.5,,117,5.91,8,Ac,
2/15/86,21,-1,6,0,T,23.25,,271,4.42,1,Sc,
2/14/86,22,-1,5,0.07,2.5,24,,289,4.08,1,St,
2/13/86,23,-6,-1,0,,22,,259,5.84,0,,
2/12/86,18,-14,-2,0,,22.5,,282,4.8,4,Sc,frost
2/11/86,17,-15,-14,T,0.25,23,,330,3.07,0,,frost
2/10/86,19,2,3,0.01,0.5,23.5,,300,4.77,0,,
2/9/86,24,8,24,0.1,2,23.5,,262,4.08,8,Ns,
2/8/86,27,3,8,T,,22,,158,2.51,8,St,
2/7/86,22,10,18,0,,22,,94,5.47,8,Sc,
2/6/86,20,8,10,0,,22,,113,7.62,0,,
2/5/86,31,24,29,0,,22.5,,34,5.26,8,Ns,
2/4/86,33,29,31,0,T,23,,114,4.66,9,,
2/3/86,32,22,29,0.03,0.5,23.5,,117,3.69,8,Ns,
2/2/86,30,19,21,0.01,4,24,,256,2.09,8,St,
2/1/86,26,2,19,0.31,,21,,114,6.22,8,Ns,
1/31/86,22,4,4,0,0.5,21,,302,3.98,1,Sc,frost
1/30/86,21,-1,11,T,,21,,278,5.42,7,Sc & Ci,
1/29/86,18,-22,5,0,1,21.5,,312,2.9,8,Sc,
1/28/86,15,-22,-22,0.01,,21.5,,279,4.25,8,Sc,
1/27/86,-4,-17,-17,0,,22,,7,6.97,1,St,very cold wind chill
1/26/86,18,18,18,0.06,3.5,23,,348,7.16,8,St,
1/25/86,33,16,29,0.17,3.25,20.5,,228,6.76,8,Ns,
1/24/86,29,9,16,0.03,,18,,137,6.03,8,St,
1/23/86,25,9,9,0,,18,,269,3.03,7,Sc,
1/22/86,26,17,24,0.07,0.5,18,,346,7.5,8,Sc,
1/21/86,34,17,22,0,,18,,137,4.4,9,,frost
1/20/86,28,22,23,0,,18,,347,5.31,8,St,
1/19/86,30,30,30,0,,18,,348,6.63,8,St,
1/18/86,38,28,32,0,,19,,201,3.62,8,St,
1/17/86,45,12,36,0,,20.5,,264,8.78,0,,
1/16/86,40,6,13,0,0.75,21.5,,169,4.27,1,St,
1/15/86,24,-8,6,0.01,0.5,21.5,,234,3.5,8,St,
1/14/86,16,2,12,,2,22,,93,4.12,8,Ns,
1/13/86,13,4,4,0.05,1.5,20,,51,4.65,0,,
1/12/86,36,31,36,0.06,,19.5,,311,10.75,8,Ns,
1/11/86,38,27,31,0,,20.5,,251,6.67,8,St,
1/10/86,33,27,27,T,,21,,317,6.78,8,Sc,
1/9/86,37,5,28,T,,22,,266,12.34,2,St,
1/8/86,28,-13,5,T,0.5,24,,255,6.28,7,Sc,
1/7/86,13,-16,-13,T,0.5,25,,336,3.81,6,Cu,
1/6/86,12,4,4,0.02,5,24.5,,331,5.66,1,Cu,
1/5/86,21,2,10,0.2,3.5,22.5,,291,5.46,8,Ns,
1/4/86,23,0,15,0.14,,20.5,,106,4.2,8,St,
1/3/86,16,9,16,0.13,2.75,21,,57,3.83,8,Ns,
1/2/86,24,12,12,0.04,1,19.5,,61,3.47,1,St,
1/1/86,23,11,16,T,T,19,,281,5.08,8,St,
12/31/85,27,21,27,0.01,T,20,,305,8.09,8,St,
12/30/85,35,12,18,0.01,T,22,,247,6.13,8,As,
12/29/85,18,11,18,0.15,4,25,,287,6.98,8,As,
12/28/85,18,12,13,0.12,5.5,24.5,,271,7.02,8,Ns,
12/27/85,16,11,18,0.1,5,22.5,,291,6.94,8,Ns,
12/26/85,18,-15,11,0.03,0.75,19.25,,199,6.47,8,As,
12/25/85,11,-16,-15,0.01,0.5,19.5,,297,2.72,1,Ci,
12/24/85,6,-1,-1,0.09,5.5,20.5,,3,5.66,1,Cu,
12/23/85,28,22,25,0.26,T,16.5,,343,4.97,8,Ns,
12/22/85,28,13,22,0.11,0.5,17.5,,276,6.2,8,Ns,some freezing rain today
12/21/85,22,4,16,0.02,2,19,,281,5.09,8,Sc,
12/20/85,22,14,14,0.06,2.5,19,,279,3.49,8,St,
12/19/85,24,2,19,0.01,1.5,18,,288,4.81,8,Sc,
12/18/85,20,-7,10,0.01,1.5,18.5,,289,6.07,8,St,
12/17/85,15,13,13,0.06,1.5,19,,321,6.15,8,Ns,
12/16/85,17,14,14,T,1,20,,298,6.6,8,St,
12/15/85,21,11,15,0.24,13.5,24,,291,5.93,8,Sc,
12/14/85,17,11,11,0.24,2.5,15,,278,4.61,8,Ns,
12/13/85,20,17,17,0.05,2.5,14.5,,320,3.77,8,St,
12/12/85,25,24,24,0.02,0.75,13,,266,4.41,8,St,
12/11/85,31,25,26,0,,13.5,,354,2.92,8,St,
12/10/85,34,28,30,0.12,1,14,,16,2.28,8,Ns,
12/9/85,31,28,28,0.1,2.5,14,,98,2.77,8,St,
12/8/85,32,29,30,0.11,,12.5,,51,2.8,8,St,
12/7/85,36,16,30,T,T,13.5,,258,5.42,8,Sc,
12/6/85,32,16,16,0,0.5,15,,317,3.22,2,Cs,
12/5/85,31,23,26,0.07,0.75,15.75,,140,3.01,8,Ns,
12/4/85,28,22,23,0.02,0.5,16.5,,190,3.64,8,Ns,
12/3/85,27,14,,T,1,17.5,,308,3.6,,,
12/2/85,22,9,,0.29,14,18.5,,1,11.33,8,,lake iced over
12/1/85,32,26,,1.15,2,6,,74,5.28,,,
11/30/85,32,22,28,0,T,5,,71,3.59,8,,
11/29/85,30,20,22,0,1.25,5.5,,302,4.52,7,,
11/28/85,34,21,31,0.06,,5,,118,5.43,8,,
11/27/85,32,23,23,0,,5,,337,4.45,1,,
11/26/85,34,24,31,0.06,1.5,6,,118,5.81,8,Ns,
11/25/85,31,19,24,0.12,1,6.5,,94,4.61,3,Ci,
11/24/85,26,24,24,0.02,2.75,6.5,,297,6.17,8,Sc,
11/23/85,33,29,29,0.16,4,6,,264,5.84,8,Sc,
11/22/85,33,24,30,0.33,1.25,3,,112,4.45,8,Ns,
11/21/85,32,23,24,0.07,3.5,3.5,,300,4.25,8,Cu,
11/20/85,28,28,28,0.05,,,,268,11.52,8,Ns,very gusty winds
11/19/85,60,33,56,0.29,,,,210,4.69,8,St,
11/18/85,56,33,37,0.83,,,,138,4.44,8,Ns,
11/17/85,41,26,39,0.05,,,,271,5.53,8,Cu,
11/16/85,39,27,35,0.66,,,,141,9.33,8,St,
11/15/85,35,27,27,0,,,,104,6.16,2,Ci,
11/14/85,38,32,34,0.01,,,,351,3.73,8,St,
11/13/85,39,33,38,0.01,,0,,350,3.34,8,Sc,
11/12/85,38,26,33,0.03,,1,,179,3.57,8,Ns,rain
11/11/85,33,22,26,0,,1.5,,113,5.93,8,Cu,
11/10/85,28,24,24,T,1.5,2,,46,6.02,8,Cu,
11/9/85,31,29,29,0.15,1.5,1.5,,62,4.62,8,Ns,snowing
11/8/85,38,32,33,T,,,,316,6.36,5,Cu,
11/7/85,43,39,39,0.18,,,,321,6.69,8,St,
11/6/85,50,39,41,0.14,,,,253,3.69,8,St,
11/5/85,44,40,40,0,,,,56,4.35,8,Sc,
11/4/85,45,41,43,0,,,,349,6.29,8,Ns,
11/3/85,47,47,47,0.02,,,,326,4.79,8,Ns,
11/2/85,49,48,48,1.31,,,,130,5.76,8,Ns,rain
11/1/85,59,42,50,0.02,,,,131,10.1,8,Sc,
10/31/85,55,38,42,0,,,,121,8.03,1,Cu,heavy dew
10/30/85,52,41,44,0,,,,89,4.02,1,St,
10/29/85,54,32,32,0,,,,192,2.81,1,Ci,frost
10/28/85,47,31,32,0,,,,72,3.16,0,,frost
10/27/85,49,47,47,0,,,,339,7.95,2,Ci,
10/26/85,69,43,50,0.03,,,,255,6.26,8,Cu,
10/25/85,58,41,41,T,,,,290,5.66,0,,
10/24/85,63,48,55,0.11,,,,274,5.46,8,Ns,
10/23/85,62,41,48,T,,,,183,4.61,8,Ns,
10/22/85,58,38,39,0,,,,176,2.67,7,St,
10/21/85,55,36,36,0,,,,130,3.5,0,,frost
10/20/85,56,37,39,0,,,,119,3.88,0,,frost
10/19/85,58,42,44,0,,,,23,2.94,3,As,
10/18/85,58,48,54,0.02,,,,272,3.81,5,Cu,
10/17/85,61,33,38,0,,,,187,4.49,6,Cu,
10/16/85,43,39,40,0.02,,,,307,3.76,8,Sc,
10/15/85,53,46,46,0.1,,,,306,5.05,2,St,
10/14/85,60,44,46,0,,,,160,2.01,8,St,
10/13/85,57,43,50,0.01,,,,310,3.68,6,Cu,
10/12/85,56,37,43,0.68,,,,151,4.79,8,Ns,rain
10/11/85,50,32,34,0,,,,206,2.58,9,,first frost in camp
10/10/85,48,40,40,0.1,,,,352,4.12,8,St,
10/9/85,51,50,50,0,,,,,1.24,4,Cu,
10/8/85,60,47,56,0.06,,,,,5.4,8,St,
10/7/85,56,41,43,0.03,,,,,2.61,7,Cu,
10/6/85,50,37,41,0.11,,,,,3.56,7,Sc,
10/5/85,46,40,42,0.1,,,,,5.25,8,Ns,rain
10/4/85,53,42,46,0.33,,,,,4.48,8,St,
10/3/85,62,40,42,0,,,,,3.21,7,Sc,
10/2/85,58,41,43,0.05,,,,,3.92,7,Cu,
10/1/85,47,43,43,0.42,,,,,5.04,8,Sc,
9/30/85,58,53,54,0.33,,,,,2.99,8,Ns,
9/29/85,65,51,54,0.04,,,,,2.63,8,Ns,
9/28/85,68,42,46,0,,,,,2.89,0,,
9/27/85,61,44,46,0,,,,,2.38,7,Cu,
9/26/85,53,46,48,0.14,,,,,1.97,8,Ns,
9/25/85,53,37,37,0.01,,,,,2.61,2,Cu,
9/24/85,56,45,45,0.48,,,,,6.02,7,Cu,
9/23/85,77,54,63,0.21,,,,,8.15,8,St,
9/22/85,65,50,54,0.08,,,,,4.14,8,Ns,
9/21/85,56,51,51,0.03,,,,,4.17,8,St,
9/20/85,75,70,73,0,,,,,5.28,1,Cu,
9/19/85,84,63,63,0,,,,,3.93,8,Cs,
9/18/85,76,61,65,1.66,,,,,3.06,8,Ns,
9/17/85,70,54,55,0.25,,,,194,3.33,8,St,
9/16/85,74,48,49,0,,,,199,2.6,,,
9/15/85,67,48,50,0,,,,216,2.13,,,
9/14/85,66,44,45,0,,,,226,2.42,,,
9/13/85,66,46,47,0,,,,246,2.82,0,,
9/12/85,59,47,47,0,,,,186,3.23,8,Sc,
9/11/85,57,48,48,0,,,,188,3.91,0,,
9/10/85,64,53,53,0,,,,158,3.54,8,St,
9/9/85,63,62,62,0.42,,,,100,2.18,8,St,
9/8/85,77,64,64,0.25,,,,195,,8,St,
9/7/85,74,64,69,0.14,,,,149,,9,,
9/6/85,85,64,64,0,,,,151,,8,Ns,
9/5/85,73,58,64,0.02,,,,128,,9,,
9/4/85,69,59,59,0,,,,228,,2,Cu,
9/3/85,82,59,64,1.75,,,,204,,8,Ns,
9/2/85,71,54,57,T,,,,191,,7,Cu,
9/1/85,73,59,59,0.01,,,,210,,8,St,
8/31/85,73,52,54,0,,,,183,,9,,
8/30/85,67,57,58,0.02,,,,154,,8,Sc,
8/29/85,64,58,58,0.19,,,,130,,8,Ns,rain
8/28/85,74,60,61,0.41,,,,245,1.1,5,Sc,
8/27/85,77,57,60,0,,,,239,4.35,2,Cu,heavy dew
8/26/85,67,60,62,0.01,,,,125,2.87,8,Ns,
8/25/85,63,59,60,0.44,,,,110,3.14,8,Ns,
8/24/85,65,54,58,1.3,,,,108,5.59,8,Ns,
8/23/85,68,58,59,0.4,,,,135,2.61,,,
8/22/85,70,49,50,0,,,,253,2.97,0,,dew
8/21/85,67,52,54,0,,,,261,3.23,8,Sc,
8/20/85,66,55,56,T,,,,253,3.94,8,Sc,
8/19/85,64,56,56,0.07,,,,250,3.76,8,Sc,
8/18/85,72,64,64,0.73,,,,236,4.98,0,,
8/17/85,84,56,56,0.23,,,,177,3.16,2,Ci,dew
8/16/85,78,55,58,0,,,,232,2.66,1,Ci,
8/15/85,74,57,58,0,,,,219,2.96,8,Sc,
8/14/85,74,67,67,T,,,,236,3.24,7,Cu,
8/13/85,79,63,68,0.03,,,,224,5.11,8,Ns,
8/12/85,72,51,53,0,,,,139,4.69,6,Ci,
8/11/85,69,55,57,0,,,,208,3.67,0,,
8/10/85,72,66,68,T,,,,2.16,5.22,8,Ns,
8/9/85,87,63,65,0,,,,197,3.25,8,Cu,
8/8/85,84,60,62,T,,,,193,2.55,0,,
8/7/85,78,68,68,T,,,,236,3.85,8,Ns,
8/6/85,80,66,67,0.25,,,,209,4.07,8,Ns,
8/5/85,76,65,67,0.16,,,,164,4.76,8,Ns,rain
8/4/85,84,57,59,0,,,,148,2.63,2,Ci,
8/3/85,78,56,57,0,,,,190,2.11,2,Cs,
8/2/85,78,56,58,0,,,,174,2.48,2,Ci,dew
8/1/85,76,58,60,0,,,,194,3.91,0,,
7/31/85,74,58,58,0.04,,,,149,2.73,8,St,
7/30/85,72,52,55,0,,,,145,3.02,2,Ci,
7/29/85,73,64,64,0.12,,,,245,4.47,0,,
7/28/85,78,60,71,1.7,,,,218,4.53,3,Cu,
7/27/85,75,56,58,0,,,,161,3.14,1,Ci,
7/26/85,76,55,58,0,,,,267,4.66,0,,
7/25/85,69,69,69,1.16,,,,211,3.94,8,Ns,rain
7/24/85,84,53,62,T,,,,207,4.06,2,Ci,
7/23/85,76,47,51,0,,,,186,2.59,0,,
7/22/85,65,51,57,0,,,,255,6.14,0,,
7/21/85,80,58,64,0,,,,221,4.92,1,St,
7/20/85,80,59,65,0.01,,,,257,3.65,0,,
7/19/85,83,67,70,T,,,,248,4.63,5,St,
7/18/85,76,59,64,0.01,,,,198,2.41,8,St,
7/17/85,79,51,55,0,,,,164,2.08,3,St,dew
7/16/85,71,55,55,0.01,,,,261,4.21,4,Cu,
7/15/85,75,63,64,T,,,,255,4.26,3,Cu,
7/14/85,82,68,68,0,,,,249,3.96,8,St,
7/13/85,88,56,61,0,,,,191,2.64,8,Ci,
7/12/85,79,52,55,0,,,,217,2.87,0,,
7/11/85,70,47,54,0,,,,260,3.29,1,Cu,
7/10/85,72,51,55,0,,,,242,4.4,1,St,
7/9/85,78,57,61,0.01,,,,254,3.56,0,,dew
7/8/85,78,54,58,0,,,,165,3.13,1,Cu,
7/7/85,71,51,54,0.26,,,,184,3.6,0,,
7/6/85,61,60,60,0.85,,,,258,4.57,8,Ns,
7/5/85,75,61,62,T,,,,209,3.12,3,St,
7/4/85,81,58,65,0.01,,,,163,2.55,8,St,
7/3/85,81,56,63,0,,,,241,3.22,0,,
7/2/85,74,57,61,0.07,,,,234,3.47,8,Ns,
7/1/85,81,56,61,0,,,,140,2.39,0,,
6/30/85,79,58,63,0,,,,129,2.63,0,,
6/29/85,78,62,63,0,,,,209,3.44,8,St,
6/28/85,78,53,61,0,,,,148,2.7,0,,
6/27/85,82,54,61,0,,,,126,4.93,5,Cs,
6/26/85,77,51,57,0,,,,113,4.83,4,Ci,
6/25/85,69,48,55,0,,,,212,2.79,6,St,
6/24/85,68,49,54,0,,,,263,5.6,0,,
6/23/85,73,55,66,T,,,,248,6.32,7,St,
6/22/85,70,65,70,0.51,,,,215,5.66,8,Ns,
6/21/85,79,48,54,0.33,,,,163,3.8,3,Cu,
6/20/85,72,50,54,0,,,,253,3.85,0,,
6/19/85,67,50,54,T,,,,266,5.39,4,Cu,
6/18/85,57,52,52,,,,,253,5.49,8,Ns,
6/17/85,73,53,57,0.89,,,,204,3.16,8,Ns,
6/16/85,71,53,54,0.05,,,,127,3.23,8,Ns,
6/15/85,75,49,58,T,,,,145,3.12,3,Cu,
6/14/85,71,45,51,0,,,,209,3,2,St,
6/13/85,59,43,47,0,,,,260,5.04,2,St,
6/12/85,50,44,46,T,,,,235,5.86,8,Sc,
6/11/85,59,48,50,0,,,,240,4.24,8,Sc,
6/10/85,64,49,53,0,,,,262,5.43,0,,
6/9/85,73,62,66,0.07,,,,247,6.83,0,,
6/8/85,80,52,63,0.03,,,,196,2.95,1,Ci,
6/7/85,65,50,57,0.08,,,,203,3.12,8,Sc,
6/6/85,71,44,50,0,,,,134,3.1,0,,
6/5/85,64,49,52,T,,,,227,4.13,8,Sc,
6/4/85,65,44,47,0,,,,155,3.35,6,Cu,
6/3/85,61,40,41,0,,,,262,3.92,0,,
6/2/85,59,48,49,T,,,,259,4.89,0,,
6/1/85,72,48,56,T,,,,247,5.97,0,,
5/31/85,75,53,61,0.32,,,,192,6.94,8,Ns,
5/30/85,70,55,62,0.04,,,,198,4.56,8,Ns,
5/29/85,68,40,46,0,,,,141,2.78,0,,
5/28/85,61,43,49,0,,,,115,4.26,1,Ci,
5/27/85,63,47,50,0.01,,,,142,4.46,8,St,
5/26/85,57,47,48,0.44,,,,106,3.9,8,Ns,
5/25/85,60,49,53,0.12,,,,138,2.9,8,Sc,
5/24/85,76,48,58,0.03,,,,240,4.77,0,,
5/23/85,73,42,49,0,,,,missing,missing,0,,
5/22/85,67,39,42,0,,,,208,2.75,0,,fog on NFBay
5/21/85,60,40,43,0,,,,264,4.22,0,,
5/20/85,58,47,49,0.03,,,,264,4.75,7,Cs,
5/19/85,60,38,50,0.45,,,,220,4.34,3,Cu,
5/18/85,55,44,45,0.02,,,,252,5.64,6,Cu,
5/17/85,59,44,44,0.14,,,,219,6.94,8,Sc,
5/16/85,61,51,54,0.16,,,,205,2.85,8,Ns,
5/15/85,63,54,56,0.4,,,,118,3.9,8,Sc,
5/14/85,70,43,47,0,,,,112,5.04,2,Ci,
5/13/85,67,53,53,0,,,,257,6.26,8,St,
5/12/85,81,62,63,T,,,,184,5.47,8,Ns,
5/11/85,81,54,61,0,,,,168,4.29,2,St,
5/10/85,74,56,59,0.13,,,,215,5.35,8,Ac,
5/9/85,77,41,57,0.19,,,,214,8.18,1,Ci,
5/8/85,65,31,42,0,,,,126,4.59,1,Cu,
5/7/85,62,37,44,0,,,,242,4.81,7,Cs,
5/6/85,49,46,47,0.3,,,,147,4.02,8,Sc,
5/5/85,65,45,63,0.07,,,,198,6.19,7,Sc,
5/4/85,59,40,45,0.16,,,,129,4.5,8,Ns,
5/3/85,65,43,46,0,,,,205,3.69,7,Cu,
5/2/85,62,34,36,0,,,,122,2.88,0,,
5/1/85,58,44,44,0,,,,86,5.85,4,Cs,
4/30/85,71,42,48,0,,,,210,5.35,3,Ci,
4/29/85,69,36,38,0,,,,229,3.99,0,,
4/28/85,56,34,37,0.02,,,,253,4.56,0,,
4/27/85,47,32,35,0.04,,,,108,3.69,3,Cs,
4/26/85,52,36,44,0,,,,252,7.17,0,,
4/25/85,61,41,43,0.02,,,,208,5.71,0,,
4/24/85,67,52,58,0.47,,,,168,3.04,8,Sc,
4/23/85,84,52,61,0,,,,149,4.48,8,Sc,
4/22/85,85,50,63,0,,,,150,3.76,1,Ci,ice out!
4/21/85,86,39,54,0,,0,,150,4.12,8,Sc,
4/20/85,64,37,44,0,,0,,92,4.32,0,,
4/19/85,57,39,44,0.78,,0,,115,5.21,8,Sc,
4/18/85,61,31,39,0.01,,2,,181,4.84,0,,
4/17/85,39,26,32,T,,2,,120,6.34,8,St,
4/16/85,41,34,38,0,,5,,273,6.39,0,,
4/15/85,61,34,39,0.07,,7,,203,3.24,9,,
4/14/85,44,34,35,0.12,,9,,114,2.86,8,Ns,rain
4/13/85,47,34,34,0.49,,11,,96,9.31,8,Sc,
4/12/85,48,24,35,0.11,,13,,109,3.62,3,St,
4/11/85,42,29,33,0,,14,,113,3.18,0,,
4/10/85,49,21,33,0.03,,,,,9,8,St,
4/9/85,33,13,21,0,,16,,227,3.7,0,,
4/8/85,30,23,26,0.01,,16,,275,6.76,0,,
4/7/85,41,22,29,0.01,1,16,,265,5.6,0,,
4/6/85,33,31,31,0.47,4.5,19,,246,9.91,8,Ns,"heavy snow, very low barometer"
4/5/85,35,33,35,0.43,0.75,15,,67,5.89,8,Ns,rain
4/4/85,43,27,31,0.14,,16,,121,4.95,8,Ci,
4/3/85,42,26,34,0.28,5.5,18,,226,4.05,8,Ns,
4/2/85,42,24,26,0.16,,15,,233,5.24,0,,
4/1/85,32,27,28,0.09,3,16,,262,6.44,8,St,
3/31/85,33,26,30,0.28,,15,,93,12.67,8,St,
3/30/85,34,27,28,0,,15,,76,5.54,7,Cu,
3/29/85,37,34,34,0.3,,15,,169,5.53,8,Ns,
3/28/85,44,32,34,0,,16,,123,4.1,8,Ns,
3/27/85,50,35,43,0.32,,17,,264,4.35,8,Ns,rain
3/26/85,51,23,31,0,,20,,194,4.91,8,Sc,
3/25/85,42,22,25,0,,21,,87,4.17,0,,
3/24/85,41,28,35,0,,22,,78,8.45,8,St,
3/23/85,43,26,33,0,,23,,78,8.04,8,Ci,
3/22/85,50,28,29,0,,24,,119,3.18,7,Cu,
3/21/85,41,8,14,0,,24,,151,4.06,0,,
3/20/85,31,25,25,0,,24,,268,6.49,0,,
3/19/85,49,24,30,0,,27,,239,5.55,0,,
3/18/85,40,-7,-3,0,,28,,227,4.08,0,,
3/17/85,25,8,14,0.02,1.25,29,,298,5.58,0,,
3/16/85,37,16,31,0.58,6.5,29.5,,189,5.99,8,Ns,
3/15/85,31,16,17,0,,23,,255,4.62,0,,
3/14/85,38,30,32,0.01,0.5,24,,275,7.72,2,Cu,
3/13/85,39,22,24,0.09,,24,,214,4.43,5,St,
3/12/85,36,33,33,0.61,4.5,26,,221,8.2,8,St,
3/11/85,47,34,37,0.26,,23,,123,3.52,8,Cs,
3/10/85,51,25,27,0,,24,,214,4.37,0,,
3/9/85,40,14,21,0,,25,,227,5.26,0,,
3/8/85,41,31,31,0.02,,27,,256,6.94,0,,
3/7/85,37,23,25,0.07,1,28.5,,177,4.32,8,Ns,
3/6/85,34,-3,0,0,,28,,205,3.47,0,,
3/5/85,22,15,15,0.05,6.5,30,,255,7.15,8,Sc,
3/4/85,26,18,20,0.5,7.5,25,,107,14.38,8,Ns,
3/3/85,24,18,19,0,,20.5,,131,7.84,8,Sc,
3/2/85,29,26,26,0,,20.5,,283,7.71,8,Sc,
3/1/85,44,37,37,0.02,,21,,241,6.62,1,Sc,
2/28/85,43,9,30,0.01,T,22.5,,221,8.57,8,St,
2/27/85,30,7,7,0.01,T,22.5,,284,3.66,3,Cu,
2/26/85,40,29,35,0.02,,23,,235,6.61,8,Sc,
2/25/85,40,28,29,0,,24,,208,3.01,8,St,
2/24/85,35,33,34,0.38,2,25,,152,3.97,8,Sc,
2/23/85,35,33,34,0.19,,25,,72,3.14,9,,very light rain
2/22/85,40,35,35,0.05,,28,,188,3.05,8,Ns,
2/21/85,40,23,34,0.66,,33,,198,5.34,8,Ns,rain
2/20/85,34,23,24,0.07,2.5,35.5,,132,3.9,8,Ns,
2/19/85,27,14,14,0.05,6.25,36,,250,7.02,4,Cu,
2/18/85,32,-11,-8,0.32,,32,,188,4.1,0,,
2/17/85,23,14,18,0.02,3.25,33.25,,284,5.57,8,Sc,
2/16/85,21,2,5,0.09,,32,,185,4.48,3,Cu,
2/15/85,20,8,12,0.03,1,32.5,,264,4.21,8,Ns,
2/14/85,17,8,9,0.05,1.75,32.75,,302,5.85,8,St,
2/13/85,19,15,15,0.13,4.5,32.5,,305,7.31,8,St,
2/12/85,22,21,22,0.47,9.5,29.5,,315,8.12,8,Ns,snowing
2/11/85,25,21,23,0.69,1.5,21.5,,74,4.58,8,Ns,
2/10/85,28,-1,8,0,,21,,123,3.62,7,St,
